state	yr	qtr	index_nsa	index_sa	Warning
CT	1999	3	107.00	105.80	
CT	1999	4	108.18	108.10	
CT	2000	1	110.03	110.84	
CT	2000	2	114.60	113.64	
CT	2000	3	116.71	115.35	
CT	2000	4	118.07	117.93	
CT	2001	1	120.08	121.05	
CT	2001	2	124.88	123.89	
CT	2001	3	129.18	127.55	
CT	2001	4	130.48	130.25	
CT	2002	1	131.97	133.24	
CT	2002	2	138.61	137.50	
CT	2002	3	143.39	141.46	
CT	2002	4	146.62	146.38	
CT	2003	1	148.40	149.92	
CT	2003	2	153.65	152.40	
CT	2003	3	158.53	156.26	
CT	2003	4	160.19	160.13	
CT	2004	1	162.43	164.11	
CT	2004	2	170.99	169.35	
CT	2004	3	177.69	175.15	
CT	2004	4	178.85	179.16	
CT	2005	1	181.91	183.64	
CT	2005	2	189.89	187.78	
CT	2005	3	194.10	191.43	
CT	2005	4	194.31	194.95	
CT	2006	1	195.79	197.54	
CT	2006	2	200.18	197.63	
CT	2006	3	197.86	195.32	
CT	2006	4	194.91	195.70	
CT	2007	1	196.93	198.63	
CT	2007	2	199.14	196.51	
CT	2007	3	199.40	196.88	
CT	2007	4	193.79	194.49	
CT	2008	1	189.10	190.96	
CT	2008	2	190.48	187.83	
CT	2008	3	186.57	184.21	
CT	2008	4	180.70	181.19	
CT	2009	1	177.96	180.05	
CT	2009	2	179.20	176.60	
CT	2009	3	177.47	175.19	
CT	2009	4	173.74	173.87	
CT	2010	1	169.51	172.07	
CT	2010	2	173.86	171.16	
CT	2010	3	171.07	168.73	
CT	2010	4	167.17	167.12	
CT	2011	1	163.11	166.00	
CT	2011	2	169.48	166.84	
CT	2011	3	165.84	163.27	
CT	2011	4	162.91	162.91	
CT	2012	1	157.87	160.79	
CT	2012	2	163.21	160.82	
CT	2012	3	165.31	162.37	
CT	2012	4	161.72	162.06	
CT	2013	1	159.28	161.98	
CT	2013	2	165.97	163.70	
CT	2013	3	168.09	164.97	
CT	2013	4	163.76	164.46	
CT	2014	1	163.65	165.93	
CT	2014	2	166.86	164.73	
CT	2014	3	167.79	164.76	
CT	2014	4	165.48	166.34	
CT	2015	1	164.53	166.51	
CT	2015	2	169.08	166.95	
CT	2015	3	169.27	166.38	
CT	2015	4	165.96	166.83	
CT	2016	1	165.81	167.64	
CT	2016	2	169.24	167.18	
DC	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	2	101.39	99.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	3	99.00	96.99	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1991	4	97.54	99.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	1	99.75	99.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	2	100.40	98.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	3	101.97	100.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1992	4	98.04	99.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	1	93.01	92.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	2	98.40	97.02	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	3	98.23	96.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1993	4	91.06	92.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	1	95.23	95.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	2	98.28	97.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	3	99.22	97.55	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1994	4	91.58	92.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	1	92.39	92.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	2	89.35	88.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	3	91.89	90.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1995	4	93.48	94.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	1	93.83	93.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	2	95.13	94.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	3	93.65	91.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1996	4	96.79	97.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	1	89.18	88.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	2	96.33	95.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	3	93.00	91.35	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1997	4	94.59	95.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	1	97.11	96.93	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	2	100.61	99.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	3	106.25	104.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1998	4	107.01	107.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	1	108.00	107.91	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	2	111.10	110.04	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	3	118.34	116.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	1999	4	117.74	118.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	1	127.35	127.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	2	129.61	128.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	3	133.99	131.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2000	4	133.63	134.10	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	1	140.97	141.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	2	147.81	146.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	3	157.17	154.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2001	4	159.70	160.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	1	167.32	167.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	2	179.14	177.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	3	185.89	182.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2002	4	191.81	192.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	1	187.59	188.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	2	208.82	206.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	3	220.26	215.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2003	4	219.19	219.84	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	1	241.29	242.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	2	251.68	249.18	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	3	257.54	252.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2004	4	277.93	278.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	1	282.33	284.43	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	2	315.99	313.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	3	330.58	324.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2005	4	323.15	322.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	1	322.35	325.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	2	324.68	321.72	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	3	339.81	333.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2006	4	333.27	332.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	1	335.37	338.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	2	345.09	342.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	3	346.06	339.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2007	4	336.81	335.95	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	1	328.44	331.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	2	321.61	319.73	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	3	328.02	321.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2008	4	320.16	319.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	1	305.61	307.62	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	2	316.24	315.28	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	3	319.12	312.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2009	4	322.14	321.14	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	1	328.23	330.27	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	2	312.80	312.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	3	337.32	329.63	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2010	4	322.64	321.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	1	316.22	318.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	2	340.71	340.74	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	3	335.17	327.49	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2011	4	344.38	342.57	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	1	348.59	351.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	2	352.17	352.24	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	3	371.64	362.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2012	4	371.47	369.38	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	1	385.45	388.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	2	395.17	395.44	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	3	428.37	417.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2013	4	411.68	409.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	1	442.63	446.82	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	2	437.00	437.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	3	442.15	431.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2014	4	454.89	452.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	1	445.65	450.01	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	2	466.75	467.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	3	503.11	490.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2015	4	482.44	479.20	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2016	1	457.69	462.52	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DC	2016	2	501.35	502.45	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	1	100.00	100.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	2	99.93	99.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	3	100.00	99.77	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1991	4	101.13	100.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	1	100.83	100.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	2	99.96	99.94	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	3	99.77	99.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1992	4	100.99	100.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	1	99.22	99.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	2	99.64	99.68	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	3	99.45	99.03	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1993	4	98.85	98.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	1	97.25	97.26	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	2	100.10	100.19	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	3	100.27	99.66	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1994	4	100.37	99.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	1	100.12	100.12	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	2	99.36	99.51	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	3	100.14	99.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1995	4	99.68	99.46	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	1	99.94	99.92	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	2	99.62	99.79	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	3	101.38	100.40	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1996	4	100.56	100.50	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	1	100.39	100.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	2	100.91	101.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	3	102.92	101.86	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1997	4	101.26	101.29	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	1	103.15	103.08	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	2	103.70	103.80	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	3	106.62	105.54	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1998	4	106.08	106.15	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	1	108.20	108.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	2	109.96	110.00	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	3	112.38	111.30	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	1999	4	112.89	112.96	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	1	114.70	114.67	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	2	116.55	116.48	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	3	119.63	118.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2000	4	121.63	121.64	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	1	124.30	124.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	2	126.39	126.25	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	3	128.89	127.85	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2001	4	131.93	131.83	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	1	133.96	134.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	2	138.21	137.97	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	3	143.21	142.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2002	4	145.27	145.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	1	147.90	148.07	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	2	152.34	152.09	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	3	156.22	155.06	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2003	4	160.86	160.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	1	166.31	166.56	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	2	170.64	170.32	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	3	181.08	179.75	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2004	4	184.82	184.59	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	1	189.08	189.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	2	197.68	197.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	3	203.75	202.23	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2005	4	209.14	209.13	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	1	215.37	215.37	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	2	215.70	215.05	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	3	220.31	218.88	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2006	4	221.80	222.22	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	1	218.84	218.33	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	2	220.32	219.47	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	3	222.27	221.31	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
DE	2007	4	215.49	215.90	"* Note that this state has fewer than 15,000 transactions over the latest ten years"
